등록일시,총사망자,총확진자,게시글번호,기준일,기준시간,수정일시,누적의심자,누적확진율,일일확진자,일일사망자,요일
2022-01-23 08:13:23.247,6540,733879,767,2022-01-23,00:00,2022-02-02 09:06:30.706,20892539.0,,7626.0,11.0,일
2022-01-24 08:59:37.815,6565,741390,768,2022-01-24,00:00,2022-02-02 09:06:21.743,20943638.0,,7511.0,25.0,월
2022-01-25 08:58:23.511,6588,749960,769,2022-01-25,00:00,2022-02-02 09:06:12.847,21026346.0,,8570.0,23.0,화
2022-01-26 08:59:34.440,6620,762969,770,2022-01-26,00:00,2022-02-02 09:06:04.543,21110639.0,,13009.0,32.0,수
2022-01-27 09:04:10.687,6654,777483,771,2022-01-27,00:00,2022-02-02 09:05:52.264,21196354.0,,14514.0,34.0,목
2022-01-28 09:04:52.588,6678,793576,772,2022-01-28,00:00,2022-02-04 08:58:55.443,21269304.0,,16093.0,24.0,금
2022-01-29 08:46:05.752,6712,811089,773,2022-01-29,00:00,2022-02-04 08:59:02.84,21377393.0,,17513.0,34.0,토
2022-01-30 09:13:00.269,6732,828611,774,2022-01-30,00:00,2022-02-07 09:05:54.937,21448119.0,,17522.0,20.0,일
2022-01-31 09:22:37.347,6755,845688,775,2022-01-31,00:00,2022-02-07 09:06:04.861,21518073.0,,17077.0,23.0,월
2022-02-01 09:06:24.411,6772,864026,776,2022-02-01,00:00,2022-02-09 13:04:21.424,21518073.0,,18338.0,17.0,화
2022-02-02 09:04:49.920,6787,884294,777,2022-02-02,00:00,2022-02-09 13:04:29.013,21518073.0,,20268.0,15.0,수
2022-02-03 08:46:14.856,6812,907200,778,2022-02-03,00:00,2022-02-09 13:04:42.741,21518073.0,,22906.0,25.0,목
2022-02-04 08:58:40.476,6836,934638,779,2022-02-04,00:00,2022-02-09 13:04:52.382,21518073.0,,27438.0,24.0,금
2022-02-05 10:25:08.782,6858,970983,780,2022-02-05,00:00,2022-02-09 13:05:01.221,21518073.0,,36345.0,22.0,토
2022-02-06 09:21:40.142,6873,1009672,781,2022-02-06,00:00,2022-02-09 13:05:11.818,21518073.0,,38689.0,15.0,일
2022-02-07 09:01:20.800,6886,1044955,782,2022-02-07,00:00,2022-02-09 13:05:22.271,21518073.0,,35283.0,13.0,월
2022-02-08 10:14:19.994,6922,1081672,783,2022-02-08,00:00,2022-02-09 13:05:32.357,21518073.0,,36717.0,36.0,화
2022-02-09 10:37:00.080,6943,1131239,784,2022-02-09,00:00,,21518073.0,,49567.0,21.0,수
2022-02-10 09:04:23.377,6963,1185361,785,2022-02-10,00:00,2022-02-10 09:06:18.131,21518073.0,,54122.0,20.0,목
2022-02-11 08:37:42.029,7012,1239264,786,2022-02-11,00:00,2022-02-12 22:25:54.07,21518073.0,,53903.0,49.0,금
2022-02-12 09:06:44.105,7045,1294199,787,2022-02-12,00:00,2022-02-13 08:50:59.578,21518073.0,,54935.0,33.0,토
2022-02-13 08:50:26.798,7081,1350627,788,2022-02-13,00:00,2022-02-14 09:03:09.631,21518073.0,,56428.0,36.0,일
2022-02-14 09:01:51.395,7102,1405244,789,2022-02-14,00:00,2022-02-15 09:02:24.905,21518073.0,,54617.0,21.0,월
2022-02-15 09:01:44.846,7163,1462408,790,2022-02-15,00:00,2022-02-16 09:20:55.138,21518073.0,,57164.0,61.0,화
2022-02-16 09:20:27.800,7202,1552843,791,2022-02-16,00:00,2022-02-17 08:52:33.561,21518073.0,,90435.0,39.0,수
2022-02-17 08:52:05.139,7238,1645975,792,2022-02-17,00:00,2022-02-18 09:05:35.842,21518073.0,,93132.0,36.0,목
2022-02-18 09:04:59.618,7283,1755798,793,2022-02-18,00:00,2022-02-19 09:00:52.083,21518073.0,,109823.0,45.0,금
2022-02-19 09:00:04.109,7354,1858008,794,2022-02-19,00:00,2022-02-20 08:52:45.133,21518073.0,,102210.0,71.0,토
2022-02-20 08:51:11.122,7405,1962822,795,2022-02-20,00:00,2022-02-21 09:05:38.992,21518073.0,,104814.0,51.0,일
2022-02-21 09:05:08.307,7450,2058161,796,2022-02-21,00:00,2022-02-22 09:07:07.41,21518073.0,,95339.0,45.0,월
2022-02-22 09:06:38.772,7508,2157730,797,2022-02-22,00:00,2022-02-23 09:13:50.655,21518073.0,,99569.0,58.0,화
2022-02-23 09:12:48.876,7607,2329172,798,2022-02-23,00:00,2022-02-24 09:46:50.038,21518073.0,,171442.0,99.0,수
2022-02-24 09:45:42.528,7689,2499187,799,2022-02-24,00:00,2022-02-25 09:19:57.585,21518073.0,,170015.0,82.0,목
2022-02-25 09:19:35.533,7783,2665074,800,2022-02-25,00:00,2022-02-26 09:11:20.409,21518073.0,,165887.0,94.0,금
2022-02-26 09:10:30.918,7895,2831256,801,2022-02-26,00:00,2022-03-06 09:45:32.611,21518073.0,,166182.0,112.0,토
2022-02-27 08:54:59.059,7944,2994817,802,2022-02-27,00:00,2022-03-06 09:43:04.008,21518073.0,,163561.0,49.0,일
2022-02-28 08:56:05.340,8058,3134441,803,2022-02-28,00:00,2022-03-06 09:42:40.367,21518073.0,,139624.0,114.0,월
2022-03-01 09:12:42.550,8170,3273431,804,2022-03-01,00:00,2022-03-06 09:42:18.383,21518073.0,,138990.0,112.0,화
2022-03-02 09:05:42.681,8266,3492659,805,2022-03-02,00:00,2022-03-06 09:42:03.65,21518073.0,,219228.0,96.0,수
2022-03-03 09:08:34.548,8394,3691459,806,2022-03-03,00:00,2022-03-06 09:41:48.252,21518073.0,,198800.0,128.0,목
2022-03-04 08:59:56.036,8580,3958309,807,2022-03-04,00:00,2022-03-06 09:41:30.29,21518073.0,,266850.0,186.0,금
2022-03-05 09:41:58.429,8796,4212636,808,2022-03-05,00:00,2022-03-06 09:41:13.104,21518073.0,,254327.0,216.0,토
2022-03-06 09:40:46.490,8957,4456261,809,2022-03-06,00:00,2022-03-07 09:06:48.272,21518073.0,,243625.0,161.0,일
2022-03-07 09:06:07.520,9096,4666970,810,2022-03-07,00:00,2022-03-08 08:58:58.236,21518073.0,,210709.0,139.0,월
2022-03-08 08:58:30.750,9282,4869672,811,2022-03-08,00:00,2022-03-09 08:58:41.872,21518073.0,,202702.0,186.0,화
2022-03-09 08:57:50.503,9440,5212101,812,2022-03-09,00:00,2022-03-10 09:08:10.52,21518073.0,,342429.0,158.0,수
2022-03-10 09:07:48.264,9646,5539639,813,2022-03-10,00:00,2022-03-11 08:57:08.866,21518073.0,,327538.0,206.0,목
2022-03-11 08:56:23.530,9875,5822612,814,2022-03-11,00:00,2022-03-19 09:48:19.456,21518073.0,,282973.0,229.0,금
2022-03-12 08:53:24.338,10144,6206229,815,2022-03-12,00:00,2022-03-19 09:47:59.929,21518073.0,,383617.0,269.0,토
2022-03-13 09:13:37.486,10395,6556411,816,2022-03-13,00:00,2022-03-19 09:47:34.07,21518073.0,,350182.0,251.0,일
2022-03-14 09:01:32.362,10595,6866190,817,2022-03-14,00:00,2022-03-19 09:47:04.422,21518073.0,,309779.0,200.0,월
2022-03-15 09:08:41.063,10888,7228473,818,2022-03-15,00:00,2022-03-22 09:00:06.26,21518073.0,,362283.0,293.0,화
2022-03-16 09:07:33.011,11052,7629066,819,2022-03-16,00:00,2022-03-23 09:20:49.513,21518073.0,,400593.0,164.0,수
2022-03-17 09:28:28.783,11481,8250270,820,2022-03-17,00:00,2022-03-24 09:06:26.685,21518073.0,,621204.0,429.0,목
2022-03-18 09:06:55.679,11782,8657109,821,2022-03-18,00:00,2022-03-25 09:08:11.617,21518073.0,,406839.0,301.0,금
2022-03-19 09:20:10.848,12101,9038522,822,2022-03-19,00:00,2022-03-25 09:07:49.638,21518073.0,,381413.0,319.0,토
2022-03-20 09:22:09.424,12428,9373175,823,2022-03-20,00:00,2022-03-25 09:07:29.159,21518073.0,,334653.0,327.0,일
2022-03-21 09:10:38.912,12757,9582314,824,2022-03-21,00:00,2022-03-25 09:07:01.306,21518073.0,,209139.0,329.0,월
2022-03-22 08:56:35.519,13141,9936142,825,2022-03-22,00:00,2022-03-29 09:12:46.454,21518073.0,,353828.0,384.0,화
2022-03-23 09:18:19.212,13432,10426913,826,2022-03-23,00:00,2022-03-30 09:09:59.926,21518073.0,,490771.0,291.0,수
2022-03-24 09:03:23.400,13901,10822439,827,2022-03-24,00:00,2022-03-31 09:07:42.756,21518073.0,,395526.0,469.0,목
2022-03-25 09:00:20.400,14294,11161890,828,2022-03-25,00:00,2022-04-01 09:07:43.379,21518073.0,,339451.0,393.0,금
2022-03-26 08:53:27.922,14617,11497431,829,2022-03-26,00:00,2022-04-01 09:07:16.344,21518073.0,,335541.0,323.0,토
2022-03-27 08:52:08.378,14899,11815506,830,2022-03-27,00:00,2022-04-01 09:07:01.085,21518073.0,,318075.0,282.0,일
2022-03-28 09:06:58.274,15186,12002688,831,2022-03-28,00:00,2022-04-01 09:06:45.033,21518073.0,,187182.0,287.0,월
2022-03-29 09:10:15.043,15423,12350188,832,2022-03-29,00:00,2022-04-01 09:06:30.566,21518073.0,,347500.0,237.0,화
2022-03-30 09:07:48.451,15855,12774654,833,2022-03-30,00:00,2022-04-06 13:45:06.86,21518073.0,,424466.0,432.0,수
2022-03-31 09:00:17.446,16230,13095337,834,2022-03-31,00:00,2022-04-07 09:08:39.321,21518073.0,,320683.0,375.0,목
2022-04-01 09:04:54.638,16590,13375568,835,2022-04-01,00:00,2022-04-08 09:09:14.895,21518073.0,,280231.0,360.0,금
2022-04-02 09:27:09.919,16929,13639688,836,2022-04-02,00:00,2022-04-09 09:24:07.877,21518073.0,,264120.0,339.0,토
2022-04-03 09:11:21.229,17235,13873953,837,2022-04-03,00:00,2022-04-09 09:23:35.402,21518073.0,,234265.0,306.0,일
2022-04-04 09:03:19.219,17453,14001116,839,2022-04-04,00:00,2022-04-09 09:23:05.652,21518073.0,,127163.0,218.0,월
2022-04-05 09:05:37.473,17662,14267201,840,2022-04-05,00:00,2022-04-12 09:10:13.425,21518073.0,,266085.0,209.0,화
2022-04-06 09:07:21.018,18033,14553448,841,2022-04-06,00:00,2022-04-13 09:10:16.582,21518073.0,,286247.0,371.0,수
2022-04-07 09:05:52.460,18381,14778232,842,2022-04-07,00:00,2022-04-14 09:10:37.437,21518073.0,,224784.0,348.0,목
2022-04-08 09:06:47.712,18754,14983531,843,2022-04-08,00:00,2022-04-15 09:02:28.696,21518073.0,,205299.0,373.0,금
2022-04-09 09:00:27.673,19092,15169056,844,2022-04-09,00:00,2022-04-16 09:26:26.083,21518073.0,,185525.0,338.0,토
2022-04-10 08:56:28.573,19421,15333512,845,2022-04-10,00:00,2022-04-16 09:26:12.275,21518073.0,,164456.0,329.0,일
2022-04-11 09:07:55.866,19679,15424429,846,2022-04-11,00:00,2022-04-16 09:25:56.127,21518073.0,,90917.0,258.0,월
2022-04-12 09:07:12.559,19850,15635144,847,2022-04-12,00:00,2022-04-19 09:07:50.743,21518073.0,,210715.0,171.0,화
2022-04-13 09:07:39.457,20034,15830526,848,2022-04-13,00:00,2022-04-20 09:08:04.743,21518073.0,,195382.0,184.0,수
2022-04-14 09:08:23.122,20352,15978935,849,2022-04-14,00:00,2022-04-21 09:13:41.99,21518073.0,,148409.0,318.0,목
2022-04-15 09:00:09.721,20616,16104735,850,2022-04-15,00:00,2022-04-22 09:10:59.181,21518073.0,,125800.0,264.0,금
2022-04-16 09:24:06.211,20889,16212617,851,2022-04-16,00:00,2022-04-23 09:58:40.198,21518073.0,,107882.0,273.0,토
2022-04-17 09:22:50.974,21092,16305595,852,2022-04-17,00:00,2022-04-23 09:58:26.82,21518073.0,,92978.0,203.0,일
2022-04-18 09:00:48.728,21224,16353325,853,2022-04-18,00:00,2022-04-23 09:58:10.581,21518073.0,,47730.0,132.0,월
2022-04-19 09:05:13.630,21354,16471787,854,2022-04-19,00:00,2022-04-26 09:12:56.04,21518073.0,,118462.0,130.0,화
2022-04-20 09:05:36.813,21520,16583076,855,2022-04-20,00:00,2022-04-27 09:03:39.849,21518073.0,,111289.0,166.0,수
2022-04-21 09:05:31.131,21667,16673919,856,2022-04-21,00:00,2022-04-28 09:04:37.11,21518073.0,,90843.0,147.0,목
2022-04-22 09:08:41.733,21873,16754952,857,2022-04-22,00:00,2022-04-29 09:05:42.917,21518073.0,,81033.0,206.0,금
2022-04-23 08:54:03.350,22024,16830375,858,2022-04-23,00:00,2022-04-30 09:24:15.874,21518073.0,,75423.0,151.0,토
2022-04-24 08:36:32.893,22133,16895079,859,2022-04-24,00:00,2022-04-30 09:25:01.983,21518073.0,,64704.0,109.0,일
2022-04-25 09:02:21.688,22243,16929440,860,2022-04-25,00:00,2022-04-30 09:23:49.525,21518073.0,,34361.0,110.0,월
2022-04-26 09:02:16.270,22325,17009707,861,2022-04-26,00:00,2022-05-03 09:11:15.127,21518073.0,,80267.0,82.0,화
2022-04-27 09:01:55.815,22466,17086471,862,2022-04-27,00:00,2022-05-04 09:13:13.366,21518073.0,,76764.0,141.0,수
2022-04-28 09:02:00.054,22588,17143917,863,2022-04-28,00:00,2022-05-05 09:26:29.55,21518073.0,,57446.0,122.0,목
2022-04-29 09:03:59.658,22724,17194473,864,2022-04-29,00:00,2022-05-05 09:26:15.183,21518073.0,,50556.0,136.0,금
2022-04-30 09:17:39.409,22794,17237717,865,2022-04-30,00:00,2022-05-07 09:21:13.949,21518073.0,,43244.0,70.0,토
2022-05-01 09:15:03.496,22875,17275477,866,2022-05-01,00:00,2022-05-07 09:20:49.891,21518073.0,,37760.0,81.0,일
2022-05-02 09:01:12.093,22958,17295553,867,2022-05-02,00:00,2022-05-07 09:20:27.275,21518073.0,,20076.0,83.0,월
2022-05-03 09:08:23.319,23007,17346659,868,2022-05-03,00:00,2022-05-10 10:09:55.309,21518073.0,,51106.0,49.0,화
2022-05-04 09:11:34.915,23079,17395705,869,2022-05-04,00:00,2022-05-11 09:03:27.014,21518073.0,,49046.0,72.0,수
2022-05-05 09:23:43.381,23158,17437984,870,2022-05-05,00:00,2022-05-12 09:06:57.564,21518073.0,,42279.0,79.0,목
2022-05-06 08:06:00.523,23206,17464662,871,2022-05-06,00:00,2022-05-13 09:11:27.572,21518073.0,,26678.0,48.0,금
2022-05-07 09:18:40.439,23289,17504225,872,2022-05-07,00:00,2022-05-14 10:35:34.039,21518073.0,,39563.0,83.0,토
2022-05-08 09:02:00.163,23360,17544273,873,2022-05-08,00:00,2022-05-14 10:35:16.208,21518073.0,,40048.0,71.0,일
2022-05-09 09:06:19.774,23400,17564861,874,2022-05-09,00:00,2022-05-14 10:34:58.518,21518073.0,,20588.0,40.0,월
2022-05-10 09:02:38.129,23462,17614757,875,2022-05-10,00:00,2022-05-17 09:06:40.689,21518073.0,,49896.0,62.0,화
2022-05-11 09:01:52.873,23491,17658638,876,2022-05-11,00:00,2022-05-19 17:38:10.681,21518073.0,,43881.0,29.0,수
2022-05-12 09:05:26.458,23554,17694520,877,2022-05-12,00:00,2022-05-19 17:37:18.336,21518073.0,,35882.0,63.0,목
2022-05-13 09:09:51.890,23606,17726955,878,2022-05-13,00:00,2022-05-20 09:06:42.817,21518073.0,,32435.0,52.0,금
2022-05-14 09:46:39.377,23661,17756527,879,2022-05-14,00:00,2022-05-21 08:48:13.125,21518073.0,,29572.0,55.0,토
2022-05-15 09:27:15.538,23709,17781952,880,2022-05-15,00:00,2022-05-21 08:47:54.484,21518073.0,,25425.0,48.0,일
2022-05-16 09:04:43.174,23744,17795242,881,2022-05-16,00:00,2022-05-21 08:47:40.875,21518073.0,,13290.0,35.0,월
2022-05-17 09:04:52.287,23771,17830327,882,2022-05-17,00:00,2022-05-24 09:18:48.656,21518073.0,,35085.0,27.0,화
2022-05-18 08:58:30.377,23802,17861660,883,2022-05-18,00:00,2022-05-25 09:05:49.683,21518073.0,,31333.0,31.0,수
2022-05-19 09:07:11.841,23842,17889769,884,2022-05-19,00:00,2022-05-26 09:16:54.036,21518073.0,,28109.0,40.0,목
2022-05-20 09:02:54.987,23885,17914882,885,2022-05-20,00:00,2022-05-27 09:04:41.621,21518073.0,,25113.0,43.0,금
2022-05-21 08:39:51.786,23911,17938332,886,2022-05-21,00:00,2022-05-28 09:10:27.211,21518073.0,,23450.0,26.0,토
2022-05-22 07:52:40.527,23965,17957621,887,2022-05-22,00:00,2022-05-28 09:10:20.33,21518073.0,,19289.0,54.0,일
2022-05-23 08:56:56.412,23987,17967592,888,2022-05-23,00:00,2022-05-28 09:10:13.674,21518073.0,,9971.0,22.0,월
2022-05-24 08:49:38.261,24006,17993923,889,2022-05-24,00:00,2022-05-31 08:58:44.451,21518073.0,,26331.0,19.0,화
2022-05-25 09:02:44.294,24029,18017859,890,2022-05-25,00:00,2022-06-01 09:08:25.254,21518073.0,,23936.0,23.0,수
2022-05-26 09:13:37.732,24063,18036664,891,2022-05-26,00:00,2022-06-01 09:08:19.164,21518073.0,,18805.0,34.0,목
2022-05-27 09:03:34.444,24103,18053236,892,2022-05-27,00:00,2022-06-03 09:11:10.578,21518073.0,,16572.0,40.0,금
2022-05-28 09:09:18.909,24139,18067610,893,2022-05-28,00:00,2022-06-04 09:00:06.316,21518073.0,,14374.0,36.0,토
2022-05-29 09:05:28.382,24158,18080257,894,2022-05-29,00:00,2022-06-04 08:59:51.863,21518073.0,,12647.0,19.0,일
2022-05-30 09:01:30.847,24167,18086392,895,2022-05-30,00:00,2022-06-04 08:59:37.203,21518073.0,,6135.0,9.0,월
2022-05-31 08:55:39.977,24176,18103577,896,2022-05-31,00:00,2022-06-04 08:59:23.637,21518073.0,,17185.0,9.0,화
2022-06-01 09:07:30.461,24197,18119345,897,2022-06-01,00:00,2022-06-08 09:12:05.316,21518073.0,,15768.0,21.0,수
2022-06-02 08:58:19.746,24212,18129236,898,2022-06-02,00:00,2022-06-08 09:11:51.985,21518073.0,,9891.0,15.0,목
2022-06-03 09:08:18.729,24229,18141775,899,2022-06-03,00:00,2022-06-08 09:11:38.938,21518073.0,,12539.0,17.0,금
2022-06-04 08:56:49.219,24238,18153814,900,2022-06-04,00:00,2022-06-08 09:11:26.303,21518073.0,,12039.0,9.0,토
2022-06-05 08:53:19.426,24258,18163648,901,2022-06-05,00:00,2022-06-08 09:11:04.758,21518073.0,,9834.0,20.0,일
2022-06-06 09:00:06.734,24279,18168670,902,2022-06-06,00:00,2022-06-08 09:10:50.441,21518073.0,,5022.0,21.0,월
